条目,订单ID,应用名称,应用Key,产品名称,产品ID,用户id,服务器ID,游戏ID,支付金额(元),创建时间,支付时间,通知时间,回调地址,支付渠道,应用订单号,应用扩展字段
1,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,140899577,,,10,2014-3-15 0:07,2014-3-15 0:08,2014-3-15 0:08,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,100元宝
2,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,281801482,,,0.05,2014-3-15 6:08,2014-3-15 6:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
3,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,290751511,,,0.05,2014-3-15 6:12,2014-3-15 6:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
4,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,635098803,,,0.3,2014-3-15 6:13,2014-3-15 6:15,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,300元宝
5,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,280301162,,,1,2014-3-15 6:14,2014-3-15 6:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
6,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,614111750,,,0.2,2014-3-15 6:15,2014-3-15 6:15,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,200元宝
7,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,289475947,,,0.5,2014-3-15 6:16,2014-3-15 6:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,500元宝
8,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,290751511,,,0.5,2014-3-15 6:18,2014-3-15 6:18,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
9,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,635098803,,,0.3,2014-3-15 6:18,2014-3-15 6:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,300元宝
10,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,329728943,,,0.05,2014-3-15 6:18,2014-3-15 6:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
11,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,102445560,,,0.05,2014-3-15 6:20,2014-3-15 6:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
12,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,284052432,,,0.05,2014-3-15 6:20,2014-3-15 6:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
13,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,95039157,,,0.5,2014-3-15 6:21,2014-3-15 6:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,500元宝
14,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,284052432,,,0.05,2014-3-15 6:22,2014-3-15 6:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
15,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,19800091,,,0.1,2014-3-15 6:24,2014-3-15 6:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
16,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,19800091,,,0.1,2014-3-15 6:25,2014-3-15 6:25,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
17,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,95039157,,,0.5,2014-3-15 6:27,2014-3-15 6:28,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
18,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,289475947,,,20,2014-3-15 6:29,2014-3-15 6:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
19,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,404349398,,,0.05,2014-3-15 6:30,2014-3-15 6:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
20,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,429657200,,,0.05,2014-3-15 6:31,2014-3-15 6:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
21,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,597846520,,,0.05,2014-3-15 6:31,2014-3-15 6:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
22,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,600228640,,,0.05,2014-3-15 6:31,2014-3-15 6:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
23,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,429657200,,,20,2014-3-15 6:32,2014-3-15 6:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
24,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,616998104,,,0.05,2014-3-15 6:32,2014-3-15 6:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
25,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,429657200,,,20,2014-3-15 6:33,2014-3-15 6:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
26,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,337109959,,,0.05,2014-3-15 6:33,2014-3-15 6:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
27,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,429657200,,,0.05,2014-3-15 6:35,2014-3-15 6:35,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
28,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,599736226,,,5,2014-3-15 6:35,2014-3-15 6:35,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,5000元宝
29,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,616998104,,,0.05,2014-3-15 6:37,2014-3-15 6:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
30,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,456879619,,,2,2014-3-15 6:37,2014-3-15 6:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,2000元宝
31,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,201389451,,,1,2014-3-15 6:37,2014-3-15 6:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,1000元宝
32,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,290751511,,,5,2014-3-15 6:37,2014-3-15 6:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
33,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,599736226,,,5,2014-3-15 6:37,2014-3-15 6:38,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,5000元宝
34,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,404349398,,,0.1,2014-3-15 6:37,2014-3-15 6:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,100元宝
35,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,201389451,,,20,2014-3-15 6:39,2014-3-15 6:39,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,20000元宝
36,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,616998104,,,0.05,2014-3-15 6:39,2014-3-15 6:40,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
37,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,635098803,,,0.3,2014-3-15 6:41,2014-3-15 6:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,300元宝
38,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,329728943,,,0.05,2014-3-15 6:41,2014-3-15 6:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
39,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,616998104,,,0.5,2014-3-15 6:41,2014-3-15 6:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
40,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,747619791,,,0.3,2014-3-15 6:41,2014-3-15 6:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,300元宝
41,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,82706380,,,0.5,2014-3-15 6:42,2014-3-15 6:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
42,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,404349398,,,20,2014-3-15 6:44,2014-3-15 6:44,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,20000元宝
43,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,250561938,,,20,2014-3-15 6:46,2014-3-15 6:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
44,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,404349398,,,20,2014-3-15 6:46,2014-3-15 6:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,20000元宝
45,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,250561938,,,20,2014-3-15 6:47,2014-3-15 6:47,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
46,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,337109959,,,5,2014-3-15 6:48,2014-3-15 6:48,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
47,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,747619791,,,0.05,2014-3-15 6:49,2014-3-15 6:50,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
48,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,337109959,,,5,2014-3-15 6:49,2014-3-15 6:49,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
49,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,780959554,,,0.1,2014-3-15 6:49,2014-3-15 6:50,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,100元宝
50,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,428035442,,,0.2,2014-3-15 6:50,2014-3-15 6:51,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,200元宝
51,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,780959554,,,0.2,2014-3-15 6:52,2014-3-15 6:53,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,200元宝
52,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,169996995,,,0.05,2014-3-15 6:53,2014-3-15 6:53,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
53,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,428035442,,,0.05,2014-3-15 6:54,2014-3-15 6:55,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
54,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,286680998,,,0.05,2014-3-15 6:57,2014-3-15 6:57,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
55,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,298913815,,,0.5,2014-3-15 6:58,2014-3-15 6:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,500元宝
56,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,280301162,,,1,2014-3-15 6:58,2014-3-15 6:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
57,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,266405559,,,0.3,2014-3-15 6:59,2014-3-15 6:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,300元宝
58,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,266405559,,,0.05,2014-3-15 7:00,2014-3-15 7:00,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
59,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,276409202,,,0.05,2014-3-15 7:00,2014-3-15 7:01,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
60,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,298913815,,,2,2014-3-15 7:00,2014-3-15 7:00,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,2000元宝
61,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,298913815,,,5,2014-3-15 7:03,2014-3-15 7:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,5000元宝
62,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,376548049,,,20,2014-3-15 7:04,2014-3-15 7:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
63,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,330333828,,,1,2014-3-15 7:04,2014-3-15 7:05,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
64,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,780931853,,,10,2014-3-15 7:06,2014-3-15 7:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,10000元宝
65,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,428035442,,,1,2014-3-15 7:07,2014-3-15 7:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
66,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,641446064,,,1,2014-3-15 7:08,2014-3-15 7:08,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
67,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,370832033,,,0.05,2014-3-15 7:09,2014-3-15 7:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
68,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,330333828,,,20,2014-3-15 7:09,2014-3-15 7:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
69,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,280796826,,,2,2014-3-15 7:11,2014-3-15 7:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,2000元宝
70,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,641446064,,,0.05,2014-3-15 7:11,2014-3-15 7:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
71,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,470897096,,,0.3,2014-3-15 7:11,2014-3-15 7:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,300元宝
72,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,475472581,,,1,2014-3-15 7:12,2014-3-15 7:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,1000元宝
73,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,298913815,,,1,2014-3-15 7:13,2014-3-15 7:13,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
74,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,780931853,,,1,2014-3-15 7:13,2014-3-15 7:13,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
75,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,475472581,,,1,2014-3-15 7:13,2014-3-15 7:13,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,1000元宝
76,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,310996355,,,1,2014-3-15 7:15,2014-3-15 7:16,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
77,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,45691745,,,2,2014-3-15 7:16,2014-3-15 7:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
78,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,367794440,,,20,2014-3-15 7:18,2014-3-15 7:18,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
79,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,276409202,,,1,2014-3-15 7:18,2014-3-15 7:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
80,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,310996355,,,0.05,2014-3-15 7:18,2014-3-15 7:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
81,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,395882514,,,1,2014-3-15 7:18,2014-3-15 7:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
82,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,783215131,,,0.05,2014-3-15 7:19,2014-3-15 7:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
83,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,235585734,,,20,2014-3-15 7:19,2014-3-15 7:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
84,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,774051336,,,0.2,2014-3-15 7:19,2014-3-15 7:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,200元宝
85,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,605789071,,,0.05,2014-3-15 7:20,2014-3-15 7:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
86,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,74922719,,,0.05,2014-3-15 7:20,2014-3-15 7:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
87,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,742230520,,,0.05,2014-3-15 7:20,2014-3-15 7:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
88,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,390913629,,,0.2,2014-3-15 7:21,2014-3-15 7:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,200元宝
89,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,774051336,,,0.1,2014-3-15 7:21,2014-3-15 7:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
90,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,399751326,,,0.05,2014-3-15 7:21,2014-3-15 7:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
91,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,74922719,,,0.05,2014-3-15 7:22,2014-3-15 7:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
92,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,774051336,,,0.05,2014-3-15 7:22,2014-3-15 7:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
