条目,订单ID,应用名称,应用Key,产品名称,产品ID,用户id,服务器ID,游戏ID,支付金额(元),创建时间,支付时间,通知时间,回调地址,支付渠道,应用订单号,应用扩展字段
93,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,296187697,,,0.05,2014-3-15 7:22,2014-3-15 7:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
94,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,605789071,,,20,2014-3-15 7:23,2014-3-15 7:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
95,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,296187697,,,0.05,2014-3-15 7:23,2014-3-15 7:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
96,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,399751326,,,0.05,2014-3-15 7:24,2014-3-15 7:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
97,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,317070534,,,2,2014-3-15 7:24,2014-3-15 7:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,2000元宝
98,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,428933450,,,0.3,2014-3-15 7:24,2014-3-15 7:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,300元宝
99,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,74922719,,,0.1,2014-3-15 7:24,2014-3-15 7:25,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
100,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,74922719,,,1,2014-3-15 7:25,2014-3-15 7:26,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
101,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,78324138,,,0.05,2014-3-15 7:26,2014-3-15 7:27,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
102,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,74922719,,,20,2014-3-15 7:26,2014-3-15 7:26,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
103,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,428933450,,,20,2014-3-15 7:26,2014-3-15 7:26,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,20000元宝
104,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,296187697,,,2,2014-3-15 7:27,2014-3-15 7:27,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
105,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,302123570,,,0.05,2014-3-15 7:28,2014-3-15 7:29,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
106,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,29234367,,,0.5,2014-3-15 7:29,2014-3-15 7:29,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,500元宝
107,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,194462169,,,0.05,2014-3-15 7:30,2014-3-15 7:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
108,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,317070534,,,5,2014-3-15 7:30,2014-3-15 7:31,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,5000元宝
109,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,78324138,,,2,2014-3-15 7:31,2014-3-15 7:31,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,2000元宝
110,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,610058713,,,0.05,2014-3-15 7:32,2014-3-15 7:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
111,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,305149370,,,0.05,2014-3-15 7:33,2014-3-15 7:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
112,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,621899538,,,0.05,2014-3-15 7:34,2014-3-15 7:34,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
113,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,320360473,,,0.05,2014-3-15 7:34,2014-3-15 7:34,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
114,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,740644893,,,0.05,2014-3-15 7:35,2014-3-15 7:36,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
115,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,621899538,,,0.05,2014-3-15 7:36,2014-3-15 7:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
116,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,610058713,,,0.05,2014-3-15 7:37,2014-3-15 7:37,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
117,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,621899538,,,10,2014-3-15 7:38,2014-3-15 7:39,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,10000元宝
118,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,396028684,,,0.05,2014-3-15 7:38,2014-3-15 7:39,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
119,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,420999289,,,0.5,2014-3-15 7:39,2014-3-15 7:39,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,500元宝
120,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,302123570,,,0.05,2014-3-15 7:39,2014-3-15 7:40,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
121,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,27984041,,,20,2014-3-15 7:41,2014-3-15 7:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
122,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,780959554,,,0.1,2014-3-15 7:42,2014-3-15 7:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,100元宝
123,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,298913815,,,0.05,2014-3-15 7:42,2014-3-15 7:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
124,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,396028684,,,0.05,2014-3-15 7:42,2014-3-15 7:43,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
125,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,390913629,,,0.05,2014-3-15 7:46,2014-3-15 7:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
126,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,296187697,,,20,2014-3-15 7:46,2014-3-15 7:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
127,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,106447354,,,1,2014-3-15 7:48,2014-3-15 7:48,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
128,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,296187697,,,20,2014-3-15 7:49,2014-3-15 7:49,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
129,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,326541209,,,0.05,2014-3-15 7:50,2014-3-15 7:50,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
130,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,610058713,,,20,2014-3-15 7:50,2014-3-15 7:51,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
131,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,326541209,,,0.05,2014-3-15 7:51,2014-3-15 7:51,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
132,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,266601568,,,10,2014-3-15 7:53,2014-3-15 7:54,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,10000元宝
133,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,777513339,,,20,2014-3-15 7:56,2014-3-15 7:57,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
134,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,775584232,,,1,2014-3-15 7:57,2014-3-15 7:57,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
135,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,769822331,,,0.05,2014-3-15 7:57,2014-3-15 7:57,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
136,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,612418670,,,2,2014-3-15 7:58,2014-3-15 7:58,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
137,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,393940329,,,0.05,2014-3-15 7:58,2014-3-15 7:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
138,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 7:58,2014-3-15 7:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
139,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 7:59,2014-3-15 8:00,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
140,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,335095492,,,2,2014-3-15 8:00,2014-3-15 8:00,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
141,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,291352827,,,20,2014-3-15 8:00,2014-3-15 8:00,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,20000元宝
142,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,584368976,,,20,2014-3-15 8:01,2014-3-15 8:03,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
143,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,769822331,,,2,2014-3-15 8:01,2014-3-15 8:01,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
144,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,192554985,,,0.05,2014-3-15 8:01,2014-3-15 8:02,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
145,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:01,2014-3-15 8:02,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
146,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,377348109,,,1,2014-3-15 8:02,2014-3-15 8:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
147,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,291352827,,,20,2014-3-15 8:03,2014-3-15 8:03,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,20000元宝
148,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:03,2014-3-15 8:03,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
149,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,80763499,,,0.05,2014-3-15 8:04,2014-3-15 8:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
150,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,27828750,,,10,2014-3-15 8:04,2014-3-15 8:05,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360币,1.10E+20,10000元宝
151,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,584368976,,,20,2014-3-15 8:05,2014-3-15 8:05,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
152,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:05,2014-3-15 8:05,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
153,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:06,2014-3-15 8:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
154,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,377348109,,,10,2014-3-15 8:06,2014-3-15 8:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,10000元宝
155,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,584368976,,,20,2014-3-15 8:06,2014-3-15 8:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
156,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,408246535,,,0.05,2014-3-15 8:06,2014-3-15 8:06,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
157,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:06,2014-3-15 8:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
158,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,408246535,,,0.05,2014-3-15 8:07,2014-3-15 8:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
159,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,775584232,,,10,2014-3-15 8:07,2014-3-15 8:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,10000元宝
160,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,584368976,,,20,2014-3-15 8:07,2014-3-15 8:08,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
161,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:09,2014-3-15 8:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
162,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:10,2014-3-15 8:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
163,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,332376354,,,0.1,2014-3-15 8:10,2014-3-15 8:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,100元宝
164,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:10,2014-3-15 8:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
165,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,765880883,,,20,2014-3-15 8:11,2014-3-15 8:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
166,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,740474866,,,0.05,2014-3-15 8:11,2014-3-15 8:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
167,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,468839589,,,0.05,2014-3-15 8:11,2014-3-15 8:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
168,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,740474866,,,0.1,2014-3-15 8:12,2014-3-15 8:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,100元宝
169,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,80763499,,,0.05,2014-3-15 8:12,2014-3-15 8:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
170,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,775584232,,,20,2014-3-15 8:12,2014-3-15 8:12,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
171,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,240636702,,,0.05,2014-3-15 8:14,2014-3-15 8:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
172,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,240636702,,,0.05,2014-3-15 8:15,2014-3-15 8:15,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
173,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,310996355,,,0.05,2014-3-15 8:16,2014-3-15 8:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
174,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,742230520,,,5,2014-3-15 8:16,2014-3-15 8:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,5000元宝
175,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,106192965,,,0.1,2014-3-15 8:17,2014-3-15 8:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
176,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,5740684,,,1,2014-3-15 8:17,2014-3-15 8:17,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
177,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,320360473,,,20,2014-3-15 8:18,2014-3-15 8:18,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
178,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,106192965,,,0.1,2014-3-15 8:19,2014-3-15 8:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
179,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,627095417,,,0.1,2014-3-15 8:19,2014-3-15 8:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,100元宝
180,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,739106482,,,2,2014-3-15 8:19,2014-3-15 8:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
181,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,301462940,,,0.05,2014-3-15 8:19,2014-3-15 8:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
182,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,96249865,,,0.05,2014-3-15 8:20,2014-3-15 8:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
183,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,753025922,,,1,2014-3-15 8:20,2014-3-15 8:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,骏网卡,1.10E+20,1000元宝
184,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,279279845,,,0.3,2014-3-15 8:22,2014-3-15 8:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,300元宝
