ÌõÄ¿,¶©µ¥ID,Ó¦ÓÃÃû³Æ,Ó¦ÓÃKey,²úÆ·Ãû³Æ,²úÆ·ID,ÓÃ»§id,·şÎñÆ÷ID,ÓÎÏ·ID,Ö§¸¶½ğ¶î(Ôª),´´½¨Ê±¼ä,Ö§¸¶Ê±¼ä,Í¨ÖªÊ±¼ä,»Øµ÷µØÖ·,Ö§¸¶ÇşµÀ,Ó¦ÓÃ¶©µ¥ºÅ,Ó¦ÓÃÀ©Õ¹×Ö¶Î
197,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,500å…ƒå®,1.10032E+20,147192793,h25,25008350,0.5,2014-3-15 8:44,2014-3-15 8:44,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,500å…ƒå®
198,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,147192793,h25,25008350,1,2014-3-15 8:46,2014-3-15 8:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,1000å…ƒå®
199,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,303173920,h3,3021995,0.05,2014-3-15 8:47,2014-3-15 8:47,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
200,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,162154124,h18,18000830,0.05,2014-3-15 8:48,2014-3-15 8:49,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
201,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,297977927,h7,7001581,20,2014-3-15 8:49,2014-3-15 8:49,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,20000å…ƒå®
202,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,753025922,h18,18016605,20,2014-3-15 8:49,2014-3-15 8:50,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,360å¸,1.10E+20,20000å…ƒå®
203,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,2000å…ƒå®,1.10032E+20,310996355,h9,9000494,2,2014-3-15 8:52,2014-3-15 8:53,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,2000å…ƒå®
204,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,100å…ƒå®,1.10032E+20,624243070,h2,2156110,0.1,2014-3-15 8:52,2014-3-15 8:53,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,100å…ƒå®
205,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,10000å…ƒå®,1.10032E+20,367854863,h18,18024647,10,2014-3-15 8:53,2014-3-15 8:54,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,é“¶è”æ”¯ä»˜,1.10E+20,10000å…ƒå®
206,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,319599731,h12,12015888,5,2014-3-15 8:54,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
207,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,10000å…ƒå®,1.10032E+20,624243070,h2,2156110,10,2014-3-15 8:55,2014-3-15 8:55,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,10000å…ƒå®
208,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,500å…ƒå®,1.10032E+20,362355021,h8,8017082,0.5,2014-3-15 8:57,2014-3-15 8:58,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,500å…ƒå®
209,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,2000å…ƒå®,1.10032E+20,362355021,h8,8017082,2,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,2000å…ƒå®
210,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,300å…ƒå®,1.10032E+20,609185502,h16,16000540,0.3,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,300å…ƒå®
211,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,342840609,h5,5000633,0.05,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,50å…ƒå®
212,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,319599731,h12,12015888,5,2014-3-15 9:00,2014-3-15 9:01,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
213,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,200å…ƒå®,1.10032E+20,144757086,h11,11001263,0.2,2014-3-15 9:01,2014-3-15 9:02,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,200å…ƒå®
214,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,144757086,h11,11001263,1,2014-3-15 9:04,2014-3-15 9:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,1000å…ƒå®
215,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,749985506,h18,18004353,20,2014-3-15 9:04,2014-3-15 9:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,20000å…ƒå®
216,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,2000å…ƒå®,1.10032E+20,592195372,h17,17011984,2,2014-3-15 9:06,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,2000å…ƒå®
217,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,362355021,h8,8017082,20,2014-3-15 9:06,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,20000å…ƒå®
218,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,592195372,h17,17011984,20,2014-3-15 9:07,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,20000å…ƒå®
219,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,268101574,h22,22013896,0.05,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
220,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,609185502,h16,16000540,5,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
221,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,400560559,h11,11002747,5,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
222,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,749985506,h18,18004353,0.05,2014-3-15 9:10,2014-3-15 9:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
223,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,2000å…ƒå®,1.10032E+20,592195372,h17,17011984,2,2014-3-15 9:10,2014-3-15 9:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,2000å…ƒå®
224,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,633784092,h24,24012027,1,2014-3-15 9:10,2014-3-15 9:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,1000å…ƒå®
225,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,441536870,h11,11015735,20,2014-3-15 9:10,2014-3-15 9:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,è”é€šå……å€¼å¡,1.10E+20,20000å…ƒå®
226,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,276110958,h2,2152660,1,2014-3-15 9:13,2014-3-15 9:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,1000å…ƒå®
227,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,268101574,h22,22013896,1,2014-3-15 9:14,2014-3-15 9:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,1000å…ƒå®
228,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,276110958,h2,2152660,0.05,2014-3-15 9:16,2014-3-15 9:16,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
229,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,637681880,h19,19001112,0.05,2014-3-15 9:18,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
230,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,441536870,h11,11015735,20,2014-3-15 9:18,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,è”é€šå……å€¼å¡,1.10E+20,20000å…ƒå®
231,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,289747774,h6,6002034,0.05,2014-3-15 9:19,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
232,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,500å…ƒå®,1.10032E+20,633784092,h24,24012027,0.5,2014-3-15 9:19,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,500å…ƒå®
233,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,200å…ƒå®,1.10032E+20,561323750,h7,7001109,0.2,2014-3-15 9:19,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,200å…ƒå®
234,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,100å…ƒå®,1.10032E+20,194462169,h4,4023026,0.1,2014-3-15 9:19,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,100å…ƒå®
235,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,745855225,h18,18011160,0.05,2014-3-15 9:21,2014-3-15 9:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
236,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,500å…ƒå®,1.10032E+20,307925839,h16,16011023,0.5,2014-3-15 9:22,2014-3-15 9:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,500å…ƒå®
237,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,300å…ƒå®,1.10032E+20,631221080,h13,13024313,0.3,2014-3-15 9:22,2014-3-15 9:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,300å…ƒå®
238,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,100å…ƒå®,1.10032E+20,604280794,h15,15018076,0.1,2014-3-15 9:23,2014-3-15 9:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,100å…ƒå®
239,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,2000å…ƒå®,1.10032E+20,561323750,h7,7001109,2,2014-3-15 9:23,2014-3-15 9:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,2000å…ƒå®
240,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,745855225,h18,18011160,20,2014-3-15 9:23,2014-3-15 9:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,20000å…ƒå®
241,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,468839589,h9,9005416,20,2014-3-15 9:24,2014-3-15 9:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,20000å…ƒå®
242,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,23537972,h17,17022015,0.05,2014-3-15 9:25,2014-3-15 9:29,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
243,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,633784092,h24,24012027,0.05,2014-3-15 9:27,2014-3-15 9:27,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,50å…ƒå®
244,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,620043191,h17,17000530,0.05,2014-3-15 9:28,2014-3-15 9:28,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
245,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,289747774,h6,6002034,0.05,2014-3-15 9:29,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
246,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,500å…ƒå®,1.10032E+20,23537972,h17,17022015,0.5,2014-3-15 9:29,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,500å…ƒå®
247,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,100å…ƒå®,1.10032E+20,604280794,h15,15018076,0.1,2014-3-15 9:30,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,100å…ƒå®
248,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,414322269,h2,2095780,0.05,2014-3-15 9:30,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
249,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,200å…ƒå®,1.10032E+20,732151419,h25,25010711,0.2,2014-3-15 9:30,2014-3-15 9:31,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,200å…ƒå®
250,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,414322269,h2,2095780,0.05,2014-3-15 9:31,2014-3-15 9:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
251,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,23537972,h17,17022015,0.05,2014-3-15 9:32,2014-3-15 9:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
252,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,561323750,h7,7001109,0.05,2014-3-15 9:32,2014-3-15 9:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
253,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,743948080,h17,17022201,20,2014-3-15 9:37,2014-3-15 9:38,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,é“¶è”æ”¯ä»˜,1.10E+20,20000å…ƒå®
254,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,743948080,h17,17022201,20,2014-3-15 9:38,2014-3-15 9:40,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,é“¶è”æ”¯ä»˜,1.10E+20,20000å…ƒå®
255,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,200å…ƒå®,1.10032E+20,194462169,h4,4023026,0.2,2014-3-15 9:38,2014-3-15 9:39,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,200å…ƒå®
256,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,414845180,h18,18024920,5,2014-3-15 9:39,2014-3-15 9:40,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,5000å…ƒå®
257,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,624557027,h17,17009533,0.05,2014-3-15 9:41,2014-3-15 9:42,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
258,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,394448961,h5,5037219,0.05,2014-3-15 9:43,2014-3-15 9:43,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,50å…ƒå®
259,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,50å…ƒå®,1.10032E+20,253782695,h5,5032199,0.05,2014-3-15 9:43,2014-3-15 9:44,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,å‚¨è“„å¡æ”¯ä»˜,1.10E+20,50å…ƒå®
260,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,394448961,h5,5037219,5,2014-3-15 9:44,2014-3-15 9:44,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
261,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,1000å…ƒå®,1.10032E+20,475472581,h3,3002983,1,2014-3-15 9:44,2014-3-15 9:44,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,ä¿¡ç”¨å¡,1.10E+20,1000å…ƒå®
262,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,5000å…ƒå®,1.10032E+20,394448961,h5,5037219,5,2014-3-15 9:45,2014-3-15 9:45,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,5000å…ƒå®
263,1.40315E+18,ä¸‰å›½åˆä¼™äºº,8099d95af4d25e7dad6c938b6b232b23,20000å…ƒå®,1.10032E+20,400560559,h11,11002747,20,2014-3-15 9:45,2014-3-15 9:46,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,æ‰‹æœºæ”¯ä»˜å®,1.10E+20,20000å…ƒå®
